Finished On,Title,Duration
11/20/2022,"Moment",26
11/19/2022,"Daily Meditation",1204
11/19/2022,"Moment",45
11/19/2022,"The Nature of Thought and Emotion",3603
11/19/2022,"Moment",34
11/19/2022,"A State of Allowing",1800
11/19/2022,"Daily Meditation",1201
11/19/2022,"Moment",51
11/18/2022,"Moment",42
11/18/2022,"Moment",42
11/18/2022,"Moment",72
11/18/2022,"Moment",72
11/18/2022,"Moment",72
11/18/2022,"Moment",72
11/18/2022,"Moment",68
11/17/2022,"Moment",67
11/17/2022,"Moment",78
11/17/2022,"Moment",78
11/17/2022,"Introduction to David Whyte and Jayasāra",41
11/17/2022,"Sitting Meditation 2",1833
11/17/2022,"Moment",64
11/16/2022,"Daily Meditation",1209
11/16/2022,"Moment",73
11/16/2022,"Moment",73
11/16/2022,"Daily Meditation",610
11/16/2022,"Moment",73
11/16/2022,"Moment",50
11/16/2022,"Being With What Is (Annaka Harris)",1043
11/15/2022,"Moment",77
11/15/2022,"Moment",118
11/15/2022,"Daily Meditation",613
11/15/2022,"Daily Meditation",613
11/15/2022,"Moment",64
11/14/2022,"Courage",344
11/14/2022,"A Lamp To Dispel Darkness",1726
11/14/2022,"Forgive",428
11/14/2022,"Forgive",428
11/14/2022,"Forgive",428
11/14/2022,"Moment",68
11/14/2022,"The Bell and the Blackbird",697
11/14/2022,"Start Close In",582
11/13/2022,"Moment",41
11/13/2022,"Daily Meditation",602
11/13/2022,"Daily Meditation",1200
11/13/2022,"The Veil of Thought",120
11/13/2022,"Moment",42
11/12/2022,"Daily Meditation",1204
11/12/2022,"There Is No Error",1139
11/12/2022,"Constellations of Thought",2407
11/12/2022,"Courage",344
11/12/2022,"Daily Meditation",1217
11/11/2022,"Moment",44
11/10/2022,"Sitting Meditation",1809
11/10/2022,"Moment",63
11/10/2022,"Daily Meditation",1207
11/09/2022,"Moment",21
11/09/2022,"Moment",59
11/09/2022,"Daily Meditation",1208
11/08/2022,"Finding Hope",702
11/07/2022,"Part 1 — Cause & Effect",789
11/07/2022,"Daily Meditation",1204
11/07/2022,"Daily Meditation",1204
11/07/2022,"Moment",42
11/07/2022,"Moment",48
11/07/2022,"Daily Meditation",1245
11/07/2022,"Moment",53
11/06/2022,"Daily Meditation",618
11/06/2022,"30-minute Meditation 3",1805
11/06/2022,"Moment",66
11/06/2022,"Daily Meditation",1244
11/06/2022,"Moment",29
11/06/2022,"The Nature of Thought and Emotion",3603
11/06/2022,"Naked Awareness",2092
11/05/2022,"Daily Meditation",604
11/05/2022,"Daily Meditation",618
11/05/2022,"Constellations of Thought",2407
11/05/2022,"Daily Meditation",618
11/05/2022,"Daily Meditation",1211
11/05/2022,"Moment",107
11/04/2022,"Daily Meditation",1202
11/04/2022,"Moment",93
11/04/2022,"A State of Allowing",1800
11/04/2022,"Daily Meditation",1202
11/03/2022,"Moment",79
11/03/2022,"Moment",79
11/03/2022,"The Path and the Goal of Practice",430
11/03/2022,"Moment",66
11/03/2022,"Moment",66
11/03/2022,"Moment",66
11/03/2022,"Daily Meditation",1208
11/03/2022,"Moment",59
11/02/2022,"The Path and the Goal of Practice",430
11/02/2022,"30-Minute Meditation 4",1820
11/02/2022,"Moment",70
11/02/2022,"Daily Meditation",1203
11/01/2022,"Daily Meditation",1207
11/01/2022,"Moment",61
11/01/2022,"Daily Meditation",1207
11/01/2022,"Moment",87
10/31/2022,"Moment",53
10/31/2022,"The Mystery of Being",1800
10/31/2022,"Daily Meditation",1209
10/31/2022,"A State of Allowing",1800
10/31/2022,"Easing into Effortlessness",1800
10/31/2022,"Daily Meditation",1209
10/31/2022,"Consciousness",336
10/30/2022,"Awareness Is Already Present",1800
10/30/2022,"The Nature of the Self",504
10/30/2022,"The Foundation of Being",1800
10/30/2022,"Moment",80
10/30/2022,"Dissolving Thoughts",1237
10/30/2022,"Moment",34
10/30/2022,"Daily Meditation",1204
10/29/2022,"Daily Meditation",617
10/29/2022,"The Mind Itself",1944
10/29/2022,"Moment",51
10/29/2022,"Daily Meditation",1214
10/29/2022,"A State of Allowing",1800
10/29/2022,"Moment",51
10/29/2022,"Moment",44
10/29/2022,"The Three Commitments",1800
10/29/2022,"Daily Meditation",1214
10/29/2022,"Moment",75
10/28/2022,"Daily Meditation",1203
10/28/2022,"Daily Meditation",620
10/28/2022,"Daily Meditation",1203
10/27/2022,"30-Minute Meditation 5",1803
10/27/2022,"30-Minute Meditation 5",1803
10/27/2022,"The Art of Saying No",606
10/27/2022,"Daily Meditation",633
10/27/2022,"Moment",72
10/26/2022,"There Is No Error",1139
10/26/2022,"Daily Meditation",1212
10/26/2022,"Moment",42
10/26/2022,"Daily Meditation",1212
10/26/2022,"Moment",31
10/25/2022,"30-Minute Meditation 8",1813
10/25/2022,"Moment",57
10/25/2022,"Moment",88
10/25/2022,"Moment",88
10/25/2022,"45-Minute Meditation 4",2705
10/24/2022,"Daily Meditation",1206
10/24/2022,"Daily Meditation",1204
10/24/2022,"Moment",50
10/24/2022,"Daily Meditation",1206
10/23/2022,"Daily Meditation",611
10/23/2022,"Just Beyond Yourself",478
10/23/2022,"Moment",48
10/23/2022,"Naked Awareness",2092
10/23/2022,"Moment",63
10/21/2022,"30-minute Meditation 3",1805
10/21/2022,"Moment",45
10/21/2022,"Daily Meditation",608
10/21/2022,"Daily Meditation",608
10/21/2022,"Moment",36
10/21/2022,"Moment",36
10/21/2022,"Moment",36
10/21/2022,"Moment",44
10/21/2022,"Daily Meditation",1204
10/21/2022,"Daily Meditation",1211
10/21/2022,"Moment",46
10/20/2022,"The Path to the Deathless",1228
10/20/2022,"A Blessing for the Morning Light",513
10/20/2022,"Just Beyond Yourself",478
10/20/2022,"Daily Meditation",1204
10/20/2022,"30-Minute Meditation 2",2052
10/20/2022,"Moment",127
10/20/2022,"The Wisdom of Impermanence",3662
10/20/2022,"Daily Meditation",1236
10/20/2022,"Daily Meditation",1204
10/19/2022,"Lose the Monkey",371
10/19/2022,"Looking For What's Looking",494
10/19/2022,"The Nature of the Self",504
10/19/2022,"Where Are You?",314
10/19/2022,"The Art of Doing Nothing",541
10/19/2022,"Daily Meditation",1200
10/19/2022,"The Nature of Thought and Emotion",3603
10/19/2022,"Daily Meditation",653
10/19/2022,"Daily Meditation",653
10/19/2022,"Moment",46
10/18/2022,"Daily Meditation",1208
10/18/2022,"Daily Meditation",674
10/18/2022,"Moment",124
10/17/2022,"Embodied Witnessing",1235
10/17/2022,"30-Minute Meditation 1",1805
10/17/2022,"Daily Meditation",625
10/17/2022,"Moment",32
10/17/2022,"Daily Meditation",1206
10/17/2022,"Moment",72
10/16/2022,"Just This!",667
10/16/2022,"45-Minute Meditation 8",2709
10/16/2022,"Daily Meditation",1200
10/16/2022,"Daily Meditation",1200
10/16/2022,"Everything Slips Away",181
10/16/2022,"Boundaries",380
10/16/2022,"The Indescribability of Experience",270
10/16/2022,"Reality—Virtual, Actual, Both",268
10/16/2022,"What Is Experience Made Of?",255
10/16/2022,"Refer to Nothing",216
10/16/2022,"Moment",131
10/16/2022,"Daily Meditation",1200
10/16/2022,"Announcing Our In-App Retreat",167
10/15/2022,"Daily Meditation",1202
10/15/2022,"Daily Meditation",1202
10/15/2022,"Daily Meditation",615
10/15/2022,"Daily Meditation",615
10/15/2022,"Moment",60
10/15/2022,"Daily Meditation",1204
10/15/2022,"Moment",35
10/14/2022,"Beyond Interpretation",2060
10/14/2022,"Daily Meditation",610
10/14/2022,"Moment",52
10/14/2022,"Moment",53
10/14/2022,"Moment",53
10/14/2022,"Daily Meditation",1206
10/13/2022,"Moment",44
10/13/2022,"Walking in Public",1226
10/13/2022,"Constellations of Thought",2407
10/13/2022,"Daily Meditation",1200
10/13/2022,"Daily Meditation",1202
10/13/2022,"Moment",66
10/12/2022,"Beyond Interpretation",2060
10/12/2022,"Introduction",94
10/12/2022,"Daily Meditation",1202
10/12/2022,"Moment",28
10/12/2022,"Daily Meditation",1202
10/12/2022,"Moment",55
10/11/2022,"Daily Meditation",1236
10/11/2022,"Mindfulness of Breathing",1533
10/11/2022,"Moment",73
10/11/2022,"Daily Meditation",1236
10/11/2022,"Daily Meditation",1212
10/11/2022,"Moment",21
10/11/2022,"Daily Meditation",1208
10/11/2022,"Moment",28
10/11/2022,"Daily Meditation",1202
10/10/2022,"Daily Meditation",1218
10/10/2022,"Daily Meditation",1198
10/10/2022,"Moment",44
10/10/2022,"Nondual Presence",498
10/10/2022,"Nondual Presence",498
10/10/2022,"Rest and Allow",615
10/10/2022,"Daily Meditation",1198
10/10/2022,"Moment",72
10/09/2022,"Opening to Kindness and Forgiveness",716
10/09/2022,"Daily Meditation",1201
10/09/2022,"Welcoming Everything",627
10/09/2022,"Connecting with Kindness",664
10/09/2022,"Meeting Things As They Are",653
10/09/2022,"Embodied Awareness",903
10/09/2022,"30-Minute Meditation 1",1805
10/09/2022,"Daily Meditation",1212
10/09/2022,"Moment",44
10/09/2022,"Moment",44
10/09/2022,"Moment",44
10/09/2022,"Daily Meditation",1225
10/09/2022,"Daily Meditation",1244
10/09/2022,"Moment",42
10/09/2022,"Moment",42
10/08/2022,"Daily Meditation",1205
10/08/2022,"Daily Meditation",618
10/08/2022,"Moment",130
10/08/2022,"Resting in Awareness",1224
10/08/2022,"Consciousness",336
10/08/2022,"You Can't Get There From Here",426
10/08/2022,"Where Are You?",314
10/08/2022,"The Art of Doing Nothing",541
10/08/2022,"The Art of Doing Nothing",541
10/08/2022,"Daily Meditation",1208
10/08/2022,"Daily Meditation",1210
10/08/2022,"Moment",64
10/08/2022,"Daily Meditation",1218
10/07/2022,"Lose the Monkey",371
10/07/2022,"The Nature of the Self",504
10/07/2022,"Daily Meditation",611
10/07/2022,"Daily Meditation",1228
10/07/2022,"Moment",49
10/07/2022,"Moment",50
10/07/2022,"Moment",50
10/06/2022,"Daily Meditation",1201
10/06/2022,"Investigating Thoughts",614
10/06/2022,"Global Awareness",583
10/06/2022,"Moment",35
10/06/2022,"Daily Meditation",625
10/06/2022,"Daily Meditation",1215
10/06/2022,"Meeting Needs",774
10/06/2022,"Daily Meditation",1207
10/06/2022,"Daily Meditation",1215
10/05/2022,"Daily Meditation",1218
10/05/2022,"The Anchor",559
10/05/2022,"Moment",49
10/05/2022,"Daily Meditation",1218
10/05/2022,"Daily Meditation",1218
10/05/2022,"The Nature of the Self",504
10/04/2022,"Daily Meditation",602
10/04/2022,"Daily Meditation",1218
10/04/2022,"Moment",48
10/04/2022,"Moment",48
10/04/2022,"Moment",127
10/04/2022,"Daily Meditation",658
10/04/2022,"Daily Meditation",1205
10/04/2022,"Daily Meditation",1210
10/03/2022,"Daily Meditation",1204
10/03/2022,"Moment",44
10/03/2022,"Daily Meditation",1204
10/02/2022,"Nondual Presence",498
10/02/2022,"Resting in Awareness",1224
10/02/2022,"Moment",124
10/02/2022,"Daily Meditation",1209
10/02/2022,"Moment",124
10/02/2022,"Daily Meditation",1209
10/01/2022,"Daily Meditation",1212
10/01/2022,"Moment",52
09/30/2022,"Deciding",706
09/30/2022,"Moment",78
09/30/2022,"Embodied Witnessing",1235
09/30/2022,"Daily Meditation",1211
09/30/2022,"Joy",240
09/30/2022,"Moment",88
09/29/2022,"Daily Meditation",1204
09/29/2022,"Moment",41
09/29/2022,"Daily Meditation",607
09/29/2022,"Daily Meditation",607
09/29/2022,"Moment",53
09/28/2022,"What Is Experience Made Of?",255
09/28/2022,"Refer to Nothing",216
09/28/2022,"Moment",53
09/28/2022,"Moment",53
09/28/2022,"Daily Meditation",612
09/28/2022,"Daily Meditation",1225
09/28/2022,"Moment",45
09/27/2022,"Moment",53
09/27/2022,"Daily Meditation",1220
09/27/2022,"Daily Meditation",1220
09/27/2022,"Moment",66
09/27/2022,"Daily Meditation",606
09/26/2022,"Moment",41
09/26/2022,"Daily Meditation",1204
09/26/2022,"Moment",52
09/25/2022,"Moment",80
09/24/2022,"Daily Meditation",1205
09/24/2022,"Daily Meditation",1204
09/24/2022,"Moment",37
09/23/2022,"Bare Knowing",1086
09/23/2022,"Daily Meditation",1203
09/23/2022,"Moment",68
09/23/2022,"Moment",47
09/23/2022,"Daily Meditation",1203
09/23/2022,"Moment",67
09/22/2022,"Moment",63
09/22/2022,"The Necessity of Thought",210
09/22/2022,"Moment",66
09/22/2022,"Daily Meditation",1212
09/22/2022,"Moment",66
09/22/2022,"Moment",45
09/22/2022,"Daily Meditation",1212
09/22/2022,"Moment",60
09/21/2022,"30-Minute Meditation 9",1808
09/21/2022,"Moment",45
09/21/2022,"Daily Meditation",1205
09/21/2022,"Daily Meditation",1205
09/21/2022,"Moment",87
09/20/2022,"Daily Meditation",1216
09/20/2022,"Deciding",706
09/20/2022,"Moment",42
09/20/2022,"Moment",63
09/20/2022,"Moment",63
09/19/2022,"Daily Meditation",1200
09/19/2022,"Daily Meditation",658
09/19/2022,"Daily Meditation",1200
09/19/2022,"Moment",38
09/18/2022,"Moment",67
09/18/2022,"Bare Knowing",1086
09/18/2022,"Moment",62
09/18/2022,"Daily Meditation",1221
09/17/2022,"Moment",46
09/17/2022,"Moment",45
09/17/2022,"Daily Meditation",1225
09/16/2022,"Moment",34
09/16/2022,"Moment",34
09/16/2022,"Moment",68
09/16/2022,"Daily Meditation",1218
09/16/2022,"Embodied Awareness",903
09/16/2022,"Daily Meditation",1210
09/16/2022,"Moment",74
09/15/2022,"Daily Meditation",1214
09/15/2022,"Moment",35
09/15/2022,"Daily Meditation",611
09/15/2022,"Moment",25
09/15/2022,"Moment",25
09/15/2022,"Moment",48
09/14/2022,"Moment",28
09/14/2022,"Daily Meditation",1219
09/14/2022,"Moment",36
09/13/2022,"Moment",42
09/13/2022,"Doubt and Aversion",3580
09/13/2022,"Moment",44
09/13/2022,"Daily Meditation",1202
09/12/2022,"Moment",52
09/12/2022,"Alone with Others",451
09/12/2022,"Self & Other",492
09/12/2022,"Daily Meditation",1244
09/12/2022,"Moment",48
09/12/2022,"Moment",28
09/12/2022,"Daily Meditation",639
09/12/2022,"Daily Meditation",639
09/11/2022,"Daily Meditation",1201
09/11/2022,"Moment",50
09/10/2022,"Daily Meditation",587
09/10/2022,"Moment",41
09/10/2022,"Daily Meditation",1216
09/10/2022,"Moment",31
09/09/2022,"Daily Meditation",653
09/09/2022,"Daily Meditation",1202
09/09/2022,"Daily Meditation",1202
09/09/2022,"Daily Meditation",600
09/09/2022,"Moment",70
09/09/2022,"Daily Meditation",1202
09/09/2022,"Moment",29
09/08/2022,"30-Minute Meditation 7",1816
09/08/2022,"Moment",117
09/08/2022,"Daily Meditation",605
09/08/2022,"Daily Meditation",1222
09/08/2022,"Moment",53
09/07/2022,"Working with Pain",961
09/07/2022,"We Have Not Been Here Before",222
09/07/2022,"Expressions of Energy",197
09/07/2022,"Wide Open",197
09/07/2022,"The Bedtime Meditation",711
09/07/2022,"What Is Experience Made Of?",255
09/07/2022,"Sound Field",674
09/07/2022,"Moment",38
09/07/2022,"Daily Meditation",646
09/07/2022,"Daily Meditation",646
09/07/2022,"Moment",12
09/07/2022,"Daily Meditation",1221
09/07/2022,"Moment",122
09/07/2022,"Daily Meditation",1221
09/06/2022,"Daily Meditation",603
09/06/2022,"Courage",344
09/06/2022,"Bare Knowing",1086
09/06/2022,"Don't Fight Thoughts",1245
09/06/2022,"Moment",29
09/06/2022,"Daily Meditation",1212
09/06/2022,"Moment",53
09/06/2022,"Daily Meditation",1212
09/05/2022,"Mindfulness of Breathing",1533
09/05/2022,"Daily Meditation",1215
09/05/2022,"Daily Meditation",587
09/05/2022,"30-Minute Meditation 1",1805
09/05/2022,"Daily Meditation",1245
09/05/2022,"Moment",56
09/04/2022,"Moment",41
09/04/2022,"Daily Meditation",619
09/04/2022,"Daily Meditation",1209
09/04/2022,"Meditation 23",729
09/04/2022,"Meditation 3",633
09/04/2022,"Daily Meditation",1215
09/04/2022,"Daily Meditation",1215
09/03/2022,"Embodied Witnessing",1235
09/03/2022,"Recognizing the Thinker Part 2",1126
09/02/2022,"Daily Meditation",610
09/02/2022,"Moment",77
09/02/2022,"Moment",48
09/02/2022,"Daily Meditation",1201
09/01/2022,"The Default Mode",1305
09/01/2022,"Pointing Out Instructions",1239
09/01/2022,"Daily Meditation",653
09/01/2022,"Daily Meditation",653
09/01/2022,"Moment",78
09/01/2022,"Daily Meditation",608
09/01/2022,"Daily Meditation",634
09/01/2022,"Daily Meditation",1218
09/01/2022,"Daily Meditation",1218
09/01/2022,"Moment",70
09/01/2022,"Daily Meditation",646
09/01/2022,"Daily Meditation",1218
09/01/2022,"Daily Meditation",1218
09/01/2022,"Moment",26
09/01/2022,"Rest and Allow",615
09/01/2022,"Pointing Out Instructions",1239
08/31/2022,"Rest and Allow",615
08/31/2022,"Rest and Allow",615
08/31/2022,"Rest and Allow",615
08/31/2022,"Rest and Allow",615
08/31/2022,"Rest and Allow",615
08/31/2022,"Daily Meditation",1209
08/31/2022,"Moment",35
08/31/2022,"This Is It",740
08/31/2022,"Recognizing the Thinker Part 1",1127
08/31/2022,"Daily Meditation",1209
08/31/2022,"Daily Meditation",614
08/31/2022,"Moment",66
08/31/2022,"Daily Meditation",1209
08/30/2022,"Moment",42
08/30/2022,"Daily Meditation",1200
08/30/2022,"The Nature of Thought and Emotion",3603
08/30/2022,"Moment",42
08/30/2022,"60-Minute Meditation 7",3601
08/30/2022,"Daily Meditation",1200
08/30/2022,"Moment",131
08/29/2022,"Moment",34
08/29/2022,"Moment",87
08/29/2022,"Daily Meditation",1209
08/29/2022,"Daily Meditation",1209
08/29/2022,"Moment",34
08/29/2022,"Moment",66
08/29/2022,"Daily Meditation",1209
08/29/2022,"Moment",72
08/29/2022,"Embodied Witnessing",1235
08/28/2022,"Daily Meditation",613
08/28/2022,"The Miracle of Perceiving",213
08/28/2022,"Meditation 22",638
08/28/2022,"Daily Meditation",1204
08/27/2022,"That Which Contains Everything",674
08/27/2022,"Daily Meditation",1207
08/27/2022,"Moment",54
08/27/2022,"Moment",87
08/26/2022,"Self Timer",600
08/26/2022,"Self Timer",900
08/26/2022,"Daily Meditation",1208
08/26/2022,"Part 6 — The Paradox of Responsibility",725
08/26/2022,"Daily Meditation",613
08/26/2022,"Moment",87
08/26/2022,"Moment",50
08/25/2022,"Daily Meditation",653
08/25/2022,"Refer to Nothing",216
08/25/2022,"Daily Meditation",1207
08/25/2022,"The Art of Doing Nothing",541
08/25/2022,"Moment",34
08/25/2022,"Daily Meditation",1207
08/25/2022,"Daily Meditation",1207
08/25/2022,"Moment",34
08/25/2022,"Moment",34
08/25/2022,"Moment",45
08/24/2022,"Moment",45
08/24/2022,"30-Minute Meditation 9",1808
08/24/2022,"Refer to Nothing",216
08/24/2022,"Daily Meditation",1218
08/24/2022,"Moment",122
08/24/2022,"Moment",53
08/23/2022,"The Paradox of Identity",732
08/23/2022,"Gradual vs. Sudden Realization",1745
08/23/2022,"Space, Time, & Attention",542
08/23/2022,"The Mystery of Being",541
08/23/2022,"Daily Meditation",1236
08/23/2022,"Daily Meditation",1236
08/23/2022,"Moment",122
08/23/2022,"Moment",73
08/23/2022,"Moment",34
08/23/2022,"Moment",122
08/23/2022,"Moment",122
08/23/2022,"Daily Meditation",625
08/23/2022,"Moment",72
08/23/2022,"Beginner’s Mind",584
08/23/2022,"One Bright Pearl – Practicing with Koans",507
08/22/2022,"One Bright Pearl – Practicing with Koans",507
08/22/2022,"About Koans – A Talk",523
08/22/2022,"Daily Meditation",604
08/22/2022,"Moment",52
08/21/2022,"Daily Meditation",1202
08/21/2022,"Consciousness",336
08/21/2022,"You Can't Get There From Here",426
08/21/2022,"Bare Knowing",1086
08/21/2022,"Daily Meditation",1202
08/21/2022,"The Mystery of Being",541
08/19/2022,"Lose the Monkey",371
08/19/2022,"Lose the Monkey",371
08/19/2022,"Moment",34
08/19/2022,"Moment",34
08/19/2022,"Moment",34
08/18/2022,"The Art of Doing Nothing",541
08/18/2022,"The Art of Doing Nothing",541
08/18/2022,"The Art of Doing Nothing",541
08/18/2022,"Self & Other",492
08/18/2022,"The Bell and the Blackbird",697
08/18/2022,"Start Close In",582
08/18/2022,"This Is It",740
08/18/2022,"Moment",66
08/18/2022,"Moment",73
08/18/2022,"Living In Deep Time",697
08/18/2022,"Daily Meditation",1189
08/18/2022,"Just This!",667
08/18/2022,"Just This!",667
08/18/2022,"Cosmic Insignificance Therapy",690
08/18/2022,"Time with Others",636
08/18/2022,"Moment",52
08/18/2022,"Daily Meditation",604
08/18/2022,"Daily Meditation",604
08/18/2022,"Daily Meditation",604
08/18/2022,"Moment",52
08/17/2022,"The Nature of Mind",1529
08/16/2022,"Daily Meditation",602
08/16/2022,"Moment",45
08/15/2022,"Moment",57
08/15/2022,"The Three or Four Hours Rule",590
08/15/2022,"Moment",35
08/15/2022,"Moment",35
08/13/2022,"Moment",56
08/11/2022,"The Three or Four Hours Rule",590
08/11/2022,"Patience as a Superpower",695
08/11/2022,"Moment",49
08/11/2022,"Daily Meditation",1216
08/11/2022,"Facing Finitude",594
08/11/2022,"Daily Meditation",1216
08/11/2022,"Moment",57
08/11/2022,"Moment",57
08/11/2022,"Embodied Witnessing",1235
08/10/2022,"Moment",76
08/10/2022,"Moment",76
08/10/2022,"Moment",76
08/10/2022,"Daily Meditation",604
08/10/2022,"Daily Meditation",1211
08/10/2022,"Moment",77
08/10/2022,"Moment",77
08/09/2022,"Moment",59
08/09/2022,"Daily Meditation",1209
08/09/2022,"Daily Meditation",610
08/09/2022,"Moment",42
08/08/2022,"Daily Meditation",856
08/08/2022,"Daily Meditation",856
08/08/2022,"The Stoic Take on Social Media",890
08/08/2022,"Moment",66
08/08/2022,"Mindfulness of Breathing",1533
08/08/2022,"Moment",70
08/08/2022,"Moment",25
08/08/2022,"Moment",25
08/08/2022,"Moment",25
08/08/2022,"Moment",25
08/08/2022,"Daily Meditation",1208
08/07/2022,"A Lamp To Dispel Darkness",1726
08/07/2022,"The Power of Thought",269
08/07/2022,"Dissolving as Space",1265
08/05/2022,"Moment",66
08/05/2022,"Escaping the Efficiency Trap",665
08/05/2022,"Facing Finitude",594
08/05/2022,"Moment",88
08/05/2022,"Reality—Virtual, Actual, Both",268
08/05/2022,"Daily Meditation",1200
08/05/2022,"Moment",53
08/04/2022,"Daily Meditation",1219
08/04/2022,"Moment",64
08/03/2022,"Daily Meditation",605
08/03/2022,"Don't Fight Thoughts",1245
08/03/2022,"Facing Finitude",594
08/03/2022,"Daily Meditation",605
08/03/2022,"Moment",75
08/02/2022,"Moment",44
08/02/2022,"Everything Slips Away",181
08/02/2022,"Moment",29
08/02/2022,"Daily Meditation",1202
08/01/2022,"Centering Meditation",1224
08/01/2022,"Daily Meditation",639
08/01/2022,"Consciousness",336
08/01/2022,"Moment",44
08/01/2022,"Daily Meditation",1204
08/01/2022,"Moment",44
08/01/2022,"Daily Meditation",1236
08/01/2022,"Moment",47
07/31/2022,"Daily Meditation",1206
07/31/2022,"Moment",55
07/30/2022,"Moment",53
07/30/2022,"Moment",80
07/30/2022,"Daily Meditation",605
07/30/2022,"Daily Meditation",1208
07/29/2022,"Moment",74
07/29/2022,"Daily Meditation",1244
07/28/2022,"The Song of Mahamudra",1849
07/28/2022,"Moment",80
07/28/2022,"A Lamp To Dispel Darkness",1726
07/28/2022,"Daily Meditation",1218
07/28/2022,"Moment",68
07/27/2022,"Mental Training",389
07/27/2022,"Daily Meditation",1204
07/27/2022,"Moment",42
07/27/2022,"Moment",53
07/27/2022,"Moment",70
07/27/2022,"Daily Meditation",608
07/26/2022,"Moment",79
07/26/2022,"30-Minute Meditation 1",1805
07/26/2022,"Boundaries",380
07/26/2022,"Daily Meditation",1210
07/26/2022,"Moment",79
07/26/2022,"Prospective Retrospection",717
07/26/2022,"Moment",63
07/26/2022,"Self Timer",480
07/26/2022,"Everything Slips Away",181
07/26/2022,"Daily Meditation",613
07/26/2022,"Daily Meditation",613
07/26/2022,"Moment",63
07/25/2022,"Regaining Your Sense of Awe",900
07/25/2022,"Moment",80
07/25/2022,"Daily Meditation",1202
07/24/2022,"Moment",48
07/24/2022,"Investigative Awareness",657
07/24/2022,"Investigative Awareness",657
07/24/2022,"Daily Meditation",1207
07/24/2022,"Moment",45
07/23/2022,"Focused Awareness",602
07/23/2022,"Daily Meditation",603
07/23/2022,"Moment",60
07/23/2022,"Refer to Nothing",216
07/23/2022,"Recognizing the Thinker Part 1",1127
07/23/2022,"Daily Meditation",1204
07/23/2022,"Moment",60
07/23/2022,"The Song of Mahamudra",1849
07/23/2022,"What Is Experience Made Of?",255
07/22/2022,"Daily Meditation",625
07/22/2022,"Moment",67
07/22/2022,"Moment",67
07/22/2022,"Daily Meditation",1209
07/22/2022,"Moment",93
07/21/2022,"Examining the Mind Meditation",1243
07/21/2022,"A Lamp To Dispel Darkness",1726
07/21/2022,"Lose the Monkey",371
07/21/2022,"The Social Self",437
07/21/2022,"Daily Meditation",639
07/21/2022,"Daily Meditation",639
07/21/2022,"Moment",48
07/21/2022,"Introduction (Sam Harris)",328
07/21/2022,"Introduction (Sam Harris)",328
07/21/2022,"Refer to Nothing",216
07/21/2022,"Lose the Monkey",371
07/21/2022,"Moment",39
07/21/2022,"Daily Meditation",1210
07/20/2022,"Daily Meditation",1218
07/20/2022,"Recognizing the Thinker Part 2",1126
07/20/2022,"Recognizing the Thinker Part 1",1127
07/20/2022,"Looking For What's Looking",494
07/20/2022,"Moment",28
07/20/2022,"Moment",44
07/20/2022,"Moment",41
07/20/2022,"Daily Meditation",1218
07/19/2022,"Stoic Meditation",781
07/19/2022,"The Art of Saying No",606
07/19/2022,"Planning",616
07/19/2022,"Moment",29
07/19/2022,"Boundaries",380
07/19/2022,"Daily Meditation",1223
07/19/2022,"Moment",63
07/19/2022,"Moment",63
07/19/2022,"Moment",79
07/19/2022,"Reality—Virtual, Actual, Both",268
07/19/2022,"Daily Meditation",1223
07/19/2022,"What Is Progress in Meditation?",316
07/19/2022,"Expressions of Energy",197
07/19/2022,"The Borderless Field of Being",246
07/19/2022,"Wide Open",197
07/19/2022,"The Indescribability of Experience",270
07/18/2022,"The Nature of the Self",504
07/18/2022,"Moment",52
07/18/2022,"45-Minute Meditation 6",2724
07/18/2022,"Begin Again",212
07/18/2022,"Mental Training",389
07/18/2022,"Begin Again",212
07/18/2022,"Begin Again",212
07/18/2022,"A Glimpse of Awakening",603
07/18/2022,"Moment",42
07/18/2022,"Moment",48
07/18/2022,"How Distraction Works",756
07/18/2022,"Daily Meditation",1211
07/18/2022,"Moment",52
07/17/2022,"Daily Meditation",1220
07/17/2022,"Facing Finitude",594
07/17/2022,"Daily Meditation",1220
07/16/2022,"Daily Meditation",1204
07/16/2022,"Moment",42
07/16/2022,"Moment",60
07/16/2022,"Moment",60
07/15/2022,"What Is Experience Made Of?",255
07/15/2022,"Refer to Nothing",216
07/15/2022,"Daily Meditation",1235
07/15/2022,"Facing Finitude",594
07/15/2022,"Escaping the Efficiency Trap",665
07/15/2022,"Facing Finitude",594
07/15/2022,"Planning",616
07/15/2022,"Daily Meditation",1235
07/15/2022,"Moment",48
07/15/2022,"Moment",48
07/14/2022,"The Art of Saying No",606
07/14/2022,"The Art of Saying No",606
07/14/2022,"The Art of Saying No",606
07/14/2022,"The Art of Saying No",606
07/14/2022,"Limiting Your Work in Progress",645
07/14/2022,"Deciding",706
07/14/2022,"The Joy of Missing Out",653
07/14/2022,"Moment",38
07/14/2022,"Moment",21
07/14/2022,"Moment",21
07/14/2022,"Moment",21
07/14/2022,"Moment",21
07/14/2022,"Escaping the Efficiency Trap",665
07/14/2022,"Escaping the Efficiency Trap",665
07/14/2022,"Escaping the Efficiency Trap",665
07/14/2022,"Facing Finitude",594
07/14/2022,"Daily Meditation",688
07/14/2022,"Announcing 'Life'",105
07/13/2022,"Daily Meditation",603
